"country","date_year","scientificNameID","year","scientificName","dynamicProperties","superfamilyid","individualCount","associatedReferences","dropped","aphiaID","decimalLatitude","subclassid","phylumid","familyid","catalogNumber","basisOfRecord","terrestrial","maximumDepthInMeters","id","day","order","infraorderid","dataset_id","locality","decimalLongitude","collectionCode","date_end","speciesid","superfamily","date_start","month","genus","bibliographicCitation","eventDate","brackish","superorder","scientificNameAuthorship","absence","superorderid","genusid","originalScientificName","marine","minimumDepthInMeters","preparations","subphylumid","infraclassid","institutionCode","date_mid","infraclass","identifiedBy","class","infraorder","orderid","waterBody","kingdom","recordedBy","classid","phylum","species","subphylum","subclass","family","kingdomid","node_id","sss","shoredistance","sst","bathymetry","fieldNumber","occurrenceStatus","stateProvince","occurrenceID","locationRemarks","associatedMedia","county","modified","dateIdentified","specificEpithet","habitat","institutionID","language","type","fieldNotes","organismQuantity","verbatimEventDate","sampleSizeUnit","island","verbatimLocality","verbatimLatitude","organismQuantityType","samplingProtocol","parentEventID","continent","eventID","islandGroup","samplingEffort","taxonRank","eventRemarks","vernacularName","countryCode","verbatimLongitude","nomenclaturalCode","datasetName","geodeticDatum","taxonomicStatus","previousIdentifications","locationID","verbatimCoordinates","datasetID","sampleSizeValue","depth","locationAccordingTo","georeferencedBy","ownerInstitutionCode","higherGeographyID","georeferenceProtocol","rightsHolder","recordNumber","georeferencedDate","higherGeography","georeferenceRemarks","license","identificationVerificationStatus","identificationRemarks","verbatimSRS","georeferenceVerificationStatus","verbatimCoordinateSystem","accessRights","coordinateUncertaintyInMeters","references","municipality","nameAccordingTo","verbatimDepth","occurrenceRemarks","sex","typeStatus","otherCatalogNumbers","lifeStage","infraspecificEpithet","subspecies","subspeciesid","collectionID","disposition","georeferenceSources","eventTime","footprintWKT","startDayOfYear"
"Colombia",2009,"urn:lsid:marinespecies.org:taxname:213380","2009","Echinometra lucunter",NA,510604,NA,NA,FALSE,213380,9.3801111,149854,1806,179653,NA,"HumanObservation",FALSE,12,"de425859-fd0f-4860-8852-2fcc3c033e2a","20","Camarodonta",510534,"fc9cc04c-d9e6-4f5d-ba39-be3113f9f9ce","Isla Fuerte, Fondo Loco Estación IFU 1",-76.2076389,NA,1237507200000,213380,"Odontophora",1237507200000,"03","Echinometra",NA,"2009-03-20",FALSE,"Echinacea","(Linnaeus, 1758)",FALSE,149855,179659,"Echinometra lucunter",TRUE,10,NA,148744,510517,"Instituto de Investigaciones Marinas y Costeras “José Benito Vives de Andréis” (Invemar)",1237507200000,"Carinacea",NA,"Echinoidea","Echinidea",510518,"Mar Caribe","Animalia","Johanna Calle Triviño | Johanna Carolina Vega Sequeda",123082,"Echinodermata","Echinometra lucunter","Echinozoa","Euechinoidea","Echinometridae",2,"d2f71b1b-9138-4aba-ad8f-8327ac3d041e",34.11,1937,28.68,18,NA,"Presente","Bolívar","INVEMAR:SIMAC:InvVag:IFU-1:2009:M1:002246",NA,NA,"Cartagena de Indias",NA,NA,"lucunter","Area coralina","800250062-0","es","Evento","El número junto a letra que indica la parcela (S, M, P) corresponde al transecto evaluado.","1","2009/03/20","metros cuadrados","Isla Fuerte","Fondo Loco","9° 22' 48.3"" N","Individuos","Protocolo SIMAC - Abundancia de invertebrados vágiles","INVEMAR:SIMAC:InvVag:IFU","SA","INVEMAR:SIMAC:InvVag:IFU-1","Archipiélago Corales del Rosario y San Bernardo","5 transectos X 3 parcelas= 15 transectos","Especie","Nivel profundidad intermedio. Estación iproyecto INAP. Se le colocó hobo para el Monitoreo de temperatura (un año 2009)","Erizo","CO","76° 12' 27.5"" W","ICZN","Sistema de Monitoreo de Arrecifes Coralinos - SIMAC 2009","WGS84","Válido","Echinometra lucunter","http://marineregions.org/mrgid/25303","76° 12' 27.5"" W 9° 22' 48.3"" N","INVEMAR:SIMAC:1999","20",11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Colombia",2017,"urn:lsid:marinespecies.org:taxname:213380","2017","Echinometra lucunter",NA,510604,NA,NA,FALSE,213380,12.5551833,149854,1806,179653,NA,"HumanObservation",FALSE,6,"dfd92e77-ea4c-4050-ba67-1b71ab05b1a0","02","Camarodonta",510534,"fc9cc04c-d9e6-4f5d-ba39-be3113f9f9ce","Reserva de Biosfera Sea Flower, Acuario Estación ACU 1",-81.6956166,NA,1504310400000,213380,"Odontophora",1504310400000,"09","Echinometra",NA,"2017-09-02",FALSE,"Echinacea","(Linnaeus, 1758)",FALSE,149855,179659,"Echinometra lucunter",TRUE,3,NA,148744,510517,"Instituto de Investigaciones Marinas y Costeras “José Benito Vives de Andréis” (Invemar)",1504310400000,"Carinacea",NA,"Echinoidea","Echinidea",510518,"Mar Caribe","Animalia","Laura Sanchez Valencia",123082,"Echinodermata","Echinometra lucunter","Echinozoa","Euechinoidea","Echinometridae",2,"d2f71b1b-9138-4aba-ad8f-8327ac3d041e",35.71,749,28.18,5,NA,"Presente","Archipiélago de San Andrés, Providencia y Santa Catalina","INVEMAR:SIMAC:InvVag:ACU-1:2017:S5:003305",NA,NA,"San Andrés",NA,NA,"lucunter","Area coralina","800250062-0","es","Evento","El número junto a letra que indica la parcela (S, M, P) corresponde al transecto evaluado.","4","2017/09/02","metros cuadrados","San Andrés Isla","Acuario 1","12° 33' 18.6"" N","Individuos","Protocolo SIMAC - Abundancia de invertebrados vágiles","INVEMAR:SIMAC:InvVag:ACU","SA","INVEMAR:SIMAC:InvVag:ACU-1","Archipiélago de San Andrés, Providencia y Santa Catalina","5 transectos X 3 parcelas= 15 transectos","Especie","Nivel profundidad somera.","Erizo","CO","81° 41' 44.2"" W","ICZN","Sistema de Monitoreo de Arrecifes Coralinos - SIMAC 2017","WGS84","Válido","Echinometra lucunter","http://marineregions.org/mrgid/25303","81° 41' 44.2"" W 12° 33' 18.6"" N","INVEMAR:SIMAC:1999","20",4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Colombia",2006,"urn:lsid:marinespecies.org:taxname:213380","2006","Echinometra lucunter",NA,510604,NA,NA,FALSE,213380,12.5489166,149854,1806,179653,NA,"HumanObservation",FALSE,6,"e07ae578-9078-41d9-9fbb-41c6282fa0a4","22","Camarodonta",510534,"fc9cc04c-d9e6-4f5d-ba39-be3113f9f9ce","Reserva de Biosfera Sea Flower, Acuario Estación ACU 2",-81.69695,NA,1158883200000,213380,"Odontophora",1158883200000,"09","Echinometra",NA,"2006-09-22",FALSE,"Echinacea","(Linnaeus, 1758)",FALSE,149855,179659,"Echinometra lucunter",TRUE,3,NA,148744,510517,"Instituto de Investigaciones Marinas y Costeras “José Benito Vives de Andréis” (Invemar)",1158883200000,"Carinacea",NA,"Echinoidea","Echinidea",510518,"Mar Caribe","Animalia","Alfredo Abril | Kelly Gómez Campo",123082,"Echinodermata","Echinometra lucunter","Echinozoa","Euechinoidea","Echinometridae",2,"d2f71b1b-9138-4aba-ad8f-8327ac3d041e",35.71,790,28.18,8,NA,"Presente","Archipiélago de San Andrés, Providencia y Santa Catalina","INVEMAR:SIMAC:InvVag:ACU-2:2006:S1:001706",NA,NA,"San Andrés",NA,NA,"lucunter","Area coralina","800250062-0","es","Evento","El número junto a letra que indica la parcela (S, M, P) corresponde al transecto evaluado.","1","2006/09/22","metros cuadrados","San Andrés Isla","Acuario 2","12° 32' 56"" N","Individuos","Protocolo SIMAC - Abundancia de invertebrados vágiles","INVEMAR:SIMAC:InvVag:ACU","SA","INVEMAR:SIMAC:InvVag:ACU-2","Archipiélago de San Andrés, Providencia y Santa Catalina","5 transectos X 3 parcelas= 15 transectos","Especie","Nivel profundidad somera.","Erizo","CO","81° 41' 49"" W","ICZN","Sistema de Monitoreo de Arrecifes Coralinos - SIMAC 2006","WGS84","Válido","Echinometra lucunter","http://marineregions.org/mrgid/25303","81° 41' 49"" W 12° 32' 56"" N","INVEMAR:SIMAC:1999","20",4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Colombia",2006,"urn:lsid:marinespecies.org:taxname:213380","2006","Echinometra lucunter",NA,510604,NA,NA,FALSE,213380,13.3987167,149854,1806,179653,NA,"HumanObservation",FALSE,18,"e08db8f8-f4d4-45be-b7db-d75db859dfd9","27","Camarodonta",510534,"fc9cc04c-d9e6-4f5d-ba39-be3113f9f9ce","Reserva de Biosfera Sea Flower, El Canal Estación CAN 2",-81.3970667,NA,1159315200000,213380,"Odontophora",1159315200000,"09","Echinometra",NA,"2006-09-27",FALSE,"Echinacea","(Linnaeus, 1758)",FALSE,149855,179659,"Echinometra lucunter",TRUE,12,NA,148744,510517,"Instituto de Investigaciones Marinas y Costeras “José Benito Vives de Andréis” (Invemar)",1159315200000,"Carinacea",NA,"Echinoidea","Echinidea",510518,"Mar Caribe","Animalia","Nicasio Howard | Katherine Bernal",123082,"Echinodermata","Echinometra lucunter","Echinozoa","Euechinoidea","Echinometridae",2,"d2f71b1b-9138-4aba-ad8f-8327ac3d041e",35.74,2061,28.14,160,NA,"Presente","Archipiélago de San Andrés, Providencia y Santa Catalina","INVEMAR:SIMAC:InvVag:CAN-2:2006:M5:001733",NA,NA,"Providencia",NA,NA,"lucunter","Area coralina","800250062-0","es","Evento","El número junto a letra que indica la parcela (S, M, P) corresponde al transecto evaluado.","1","2006/09/27","metros cuadrados","Providencia","El Canal 2","13° 23' 55.3"" N","Individuos","Protocolo SIMAC - Abundancia de invertebrados vágiles","INVEMAR:SIMAC:InvVag:CAN","SA","INVEMAR:SIMAC:InvVag:CAN-2","Archipiélago de San Andrés, Providencia y Santa Catalina","5 transectos X 3 parcelas= 15 transectos","Especie","Nivel profundidad intermedio.","Erizo","CO","81° 23' 49.4"" W","ICZN","Sistema de Monitoreo de Arrecifes Coralinos - SIMAC 2006","WGS84","Válido","Echinometra lucunter","http://marineregions.org/mrgid/25303","81° 23' 49.4"" W 13° 23' 55.3"" N","INVEMAR:SIMAC:1999","20",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Colombia",2002,"urn:lsid:marinespecies.org:taxname:213380","2002","Echinometra lucunter",NA,510604,NA,NA,FALSE,213380,12.5131333,149854,1806,179653,NA,"HumanObservation",FALSE,18,"e1c2f356-1584-4368-81b4-8216b09e2196","04","Camarodonta",510534,"fc9cc04c-d9e6-4f5d-ba39-be3113f9f9ce","Reserva de Biosfera Sea Flower, Wild Life Estación WLF 1",-81.7312333,NA,1031097600000,213380,"Odontophora",1031097600000,"09","Echinometra",NA,"2002-09-04",FALSE,"Echinacea","(Linnaeus, 1758)",FALSE,149855,179659,"Echinometra lucunter",TRUE,3,NA,148744,510517,"Instituto de Investigaciones Marinas y Costeras “José Benito Vives de Andréis” (Invemar)",1031097600000,"Carinacea",NA,"Echinoidea","Echinidea",510518,"Mar Caribe","Animalia","Raul Navas Camacho | Sonia Bejarano",123082,"Echinodermata","Echinometra lucunter","Echinozoa","Euechinoidea","Echinometridae",2,"d2f71b1b-9138-4aba-ad8f-8327ac3d041e",35.71,124,28.18,-18,NA,"Presente","Archipiélago de San Andrés, Providencia y Santa Catalina","INVEMAR:SIMAC:InvVag:WLF-1:2002:M1:000552",NA,NA,"San Andrés",NA,NA,"lucunter","Area coralina","800250062-0","es","Evento","El número junto a letra que indica la parcela (S, M, P) corresponde al transecto evaluado.","7","2002/09/04","metros cuadrados","San Andrés Isla","Wild Life","12° 30' 47.2"" N","Individuos","Protocolo SIMAC - Abundancia de invertebrados vágiles","INVEMAR:SIMAC:InvVag:WLF","SA","INVEMAR:SIMAC:InvVag:WLF-1","Archipiélago de San Andrés, Providencia y Santa Catalina","5 transectos X 3 parcelas= 15 transectos","Especie","Niveles profundidad somero, intermedio, profundo. Estación proyecto SIMAC. Monitoreo de temperatura en la estación de nivel medio.","Erizo","CO","81° 43' 52.4"" W","ICZN","Sistema de Monitoreo de Arrecifes Coralinos - SIMAC 2002","WGS84","Válido","Echinometra lucunter","http://marineregions.org/mrgid/25303","81° 43' 52.4"" W 12° 30' 47.2"" N","INVEMAR:SIMAC:1999","20",10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Colombia",2017,"urn:lsid:marinespecies.org:taxname:213380","2017","Echinometra lucunter",NA,510604,NA,NA,FALSE,213380,12.5004167,149854,1806,179653,NA,"HumanObservation",FALSE,18,"e29b0147-d172-4eec-ac13-961ff8e9ee16","31","Camarodonta",510534,"fc9cc04c-d9e6-4f5d-ba39-be3113f9f9ce","Reserva de Biosfera Sea Flower, Iguana Estación IGU 1",-81.7333333,NA,1504137600000,213380,"Odontophora",1504137600000,"08","Echinometra",NA,"2017-08-31",FALSE,"Echinacea","(Linnaeus, 1758)",FALSE,149855,179659,"Echinometra lucunter",TRUE,3,NA,148744,510517,"Instituto de Investigaciones Marinas y Costeras “José Benito Vives de Andréis” (Invemar)",1504137600000,"Carinacea",NA,"Echinoidea","Echinidea",510518,"Mar Caribe","Animalia","Laura Sanchez Valencia",123082,"Echinodermata","Echinometra lucunter","Echinozoa","Euechinoidea","Echinometridae",2,"d2f71b1b-9138-4aba-ad8f-8327ac3d041e",35.71,70,28.18,-6,NA,"Presente","Archipiélago de San Andrés, Providencia y Santa Catalina","INVEMAR:SIMAC:InvVag:IGU-1:2017:M5:003279",NA,NA,"San Andrés",NA,NA,"lucunter","Area coralina","800250062-0","es","Evento","El número junto a letra que indica la parcela (S, M, P) corresponde al transecto evaluado.","3","2017/08/31","metros cuadrados","San Andrés Isla","Iguana","12° 30' 1.5"" N","Individuos","Protocolo SIMAC - Abundancia de invertebrados vágiles","INVEMAR:SIMAC:InvVag:IGU","SA","INVEMAR:SIMAC:InvVag:IGU-1","Archipiélago de San Andrés, Providencia y Santa Catalina","5 transectos X 3 parcelas= 15 transectos","Especie","Niveles profundidad somero, intermedio y profundo. Datos de la Estación insertada del proyecto SIMAC.","Erizo","CO","81° 43' 59.9"" W","ICZN","Sistema de Monitoreo de Arrecifes Coralinos - SIMAC 2017","WGS84","Válido","Echinometra lucunter","http://marineregions.org/mrgid/25303","81° 43' 59.9"" W 12° 30' 1.5"" N","INVEMAR:SIMAC:1999","20",10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Colombia",2012,"urn:lsid:marinespecies.org:taxname:213380","2012","Echinometra lucunter",NA,510604,NA,NA,FALSE,213380,9.7774167,149854,1806,179653,NA,"HumanObservation",FALSE,6,"e3177ffe-c50f-4f7a-9333-191205ac67ab","05","Camarodonta",510534,"fc9cc04c-d9e6-4f5d-ba39-be3113f9f9ce","Parque Nacional Natural Corales del Rosario y San Bernardo, Frente a Isla Mangle Estación MAN 1",-75.7853889,NA,1354665600000,213380,"Odontophora",1354665600000,"12","Echinometra",NA,"2012-12-05",FALSE,"Echinacea","(Linnaeus, 1758)",FALSE,149855,179659,"Echinometra lucunter",TRUE,4,NA,148744,510517,"Instituto de Investigaciones Marinas y Costeras “José Benito Vives de Andréis” (Invemar)",1354665600000,"Carinacea",NA,"Echinoidea","Echinidea",510518,"Mar Caribe","Animalia","Raul Navas Camacho | Johanna Carolina Vega Sequeda",123082,"Echinodermata","Echinometra lucunter","Echinozoa","Euechinoidea","Echinometridae",2,"d2f71b1b-9138-4aba-ad8f-8327ac3d041e",34.87,1436,28.87,8,NA,"Presente","Bolívar","INVEMAR:SIMAC:InvVag:MAN-1:2012:S1:002919",NA,NA,"Cartagena de Indias",NA,NA,"lucunter","Area coralina","800250062-0","es","Evento","El número junto a letra que indica la parcela (S, M, P) corresponde al transecto evaluado.","1","2012/12/05","metros cuadrados",NA,"Mangle 1","9° 46' 38.7"" N","Individuos","Protocolo SIMAC - Abundancia de invertebrados vágiles","INVEMAR:SIMAC:InvVag:MAN","SA","INVEMAR:SIMAC:InvVag:MAN-1","Archipiélago Corales del Rosario y San Bernardo","5 transectos X 3 parcelas= 15 transectos","Especie","Nivel profundidad somero.","Erizo","CO","75° 47' 7.4"" W","ICZN","Sistema de Monitoreo de Arrecifes Coralinos - SIMAC 2012","WGS84","Válido","Echinometra lucunter","http://marineregions.org/mrgid/25303","75° 47' 7.4"" W 9° 46' 38.7"" N","INVEMAR:SIMAC:1999","20",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Colombia",2017,"urn:lsid:marinespecies.org:taxname:213380","2017","Echinometra lucunter",NA,510604,NA,NA,FALSE,213380,9.7055278,149854,1806,179653,NA,"HumanObservation",FALSE,6,"e3926353-bc4b-4b74-9951-5f4426de09fa","24","Camarodonta",510534,"fc9cc04c-d9e6-4f5d-ba39-be3113f9f9ce","Parque Nacional Natural Corales del Rosario y San Bernardo, Ceycen Estación CEY 1",-75.8661389,NA,1500854400000,213380,"Odontophora",1500854400000,"07","Echinometra",NA,"2017-07-24",FALSE,"Echinacea","(Linnaeus, 1758)",FALSE,149855,179659,"Echinometra lucunter",TRUE,3,NA,148744,510517,"Instituto de Investigaciones Marinas y Costeras “José Benito Vives de Andréis” (Invemar)",1500854400000,"Carinacea",NA,"Echinoidea","Echinidea",510518,"Mar Caribe","Animalia","Raul Navas Camacho",123082,"Echinodermata","Echinometra lucunter","Echinozoa","Euechinoidea","Echinometridae",2,"d2f71b1b-9138-4aba-ad8f-8327ac3d041e",34.82,1678,28.89,80,NA,"Presente","Bolívar","INVEMAR:SIMAC:InvVag:CEY-1:2017:S4:003218",NA,NA,"Cartagena de Indias",NA,NA,"lucunter","Area coralina","800250062-0","es","Evento","El número junto a letra que indica la parcela (S, M, P) corresponde al transecto evaluado.","2","2017/07/24","metros cuadrados","Isla Ceycen","Ceycen 1","9° 42' 19.9"" N","Individuos","Protocolo SIMAC - Abundancia de invertebrados vágiles","INVEMAR:SIMAC:InvVag:CEY","SA","INVEMAR:SIMAC:InvVag:CEY-1","Archipiélago Corales del Rosario y San Bernardo","5 transectos X 3 parcelas= 15 transectos","Especie","Nivel profundidad somero. Intermedio del Pacifico es equivalente a somero del Caribe.","Erizo","CO","75° 51' 58.1"" W","ICZN","Sistema de Monitoreo de Arrecifes Coralinos - SIMAC 2017","WGS84","Válido","Echinometra lucunter","http://marineregions.org/mrgid/25303","75° 51' 58.1"" W 9° 42' 19.9"" N","INVEMAR:SIMAC:1999","20",4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Belize",1980,"urn:lsid:marinespecies.org:taxname:213380","1980","Echinometra lucunter","observedindividualcount=1;",510604,"1.0","National Museum of Natural History, Smithsonian Institution",FALSE,213380,16.8033294678,149854,1806,179653,"E30034.338140","PreservedSpecimen",FALSE,15,"e3fbd5cb-9800-4ac9-bfd3-c336429b2475","2","Camarodonta",510534,"89e23fc8-3f61-4480-9de3-358fe6eefe0b","Carrie Bow Cay",-88.0749969482,"Invertebrate Zoology: Echinoderms",323481600000,213380,"Odontophora",323481600000,"4","Echinometra","Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_p [...]","1980-04-02T12:00:00Z",FALSE,"Echinacea","(Linnaeus)",FALSE,149855,179659,"Echinometra lucunter",TRUE,15,"Alcohol (Ethanol)",148744,510517,"USNM",323481600000,"Carinacea","Ahearn, Cynthia","Echinoidea","Echinidea",510518,"North Atlantic Ocean","Animalia","G. Hendler",123082,"Echinodermata","Echinometra lucunter","Echinozoa","Euechinoidea","Echinometridae",2,"310922b4-9d0c-4de1-92d7-9b442d34765b",35.55,660,28.13,19,NA,NA,NA,NA,NA,NA,NA,NA,"1983-10-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Panama",1989,"urn:lsid:marinespecies.org:taxname:213380","1989","Echinometra lucunter","observedindividualcount=3;",510604,"3.0","National Museum of Natural History, Smithsonian Institution",FALSE,213380,9.40332984924,149854,1806,179653,"E52922.360362","PreservedSpecimen",FALSE,NA,"e588c5b3-c77f-4d81-9d73-35d641fa5cc9","11","Camarodonta",510534,"89e23fc8-3f61-4480-9de3-358fe6eefe0b","Galeta Point, In Front Of Laboratory Seaward",-79.8600006104,"Invertebrate Zoology: Echinoderms",6.08256e+11,213380,"Odontophora",6.08256e+11,"4","Echinometra","Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_p [...]","1989-04-11T12:00:00Z",FALSE,"Echinacea","(Linnaeus)",FALSE,149855,179659,"Echinometra lucunter",TRUE,NA,"Alcohol (Ethanol)",148744,510517,"USNM",6.08256e+11,"Carinacea","Ahearn, Cynthia","Echinoidea","Echinidea",510518,"North Atlantic Ocean","Animalia","Smithsonian Tropical Research Institute",123082,"Echinodermata","Echinometra lucunter","Echinozoa","Euechinoidea","Echinometridae",2,"310922b4-9d0c-4de1-92d7-9b442d34765b",35.1,55,28.19,-2,NA,NA,"Colon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil",2007,"urn:lsid:marinespecies.org:taxname:213380","2007","Echinometra lucunter",NA,510604,NA,NA,FALSE,213380,-8.7585,149854,1806,179653,"24","HumanObservation",FALSE,NA,"e5d21885-c426-4601-92c7-3ca90adb7f83",NA,"Camarodonta",510534,"49b938b5-2d5a-43c0-92f9-26354f189f82","Pirambu reef",-35.0864,"PACG",1183334400000,213380,"Odontophora",1183334400000,NA,"Echinometra",NA,"2007-07-02T12:00:00Z",FALSE,"Echinacea","(Linnaeus, 1758)",FALSE,149855,179659,"Echinometra lucunter",TRUE,NA,NA,148744,510517,"UFPE",1183334400000,"Carinacea",NA,"Echinoidea","Echinidea",510518,"South Atlantic","Animalia",NA,123082,"Echinodermata","Echinometra lucunter","Echinozoa","Euechinoidea","Echinometridae",2,"dde0dbd3-92fb-41e6-9f51-b1ae930a934b",36.89,724,27.38,4,"PR",NA,NA,NA,NA,NA,"Tamandare",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Colombia",2001,"urn:lsid:marinespecies.org:taxname:213380","2001","Echinometra lucunter",NA,510604,NA,NA,FALSE,213380,13.3136389,149854,1806,179653,NA,"HumanObservation",FALSE,10,"e61c5c4d-2aba-494b-be14-8b8c9535fdc1","23","Camarodonta",510534,"fc9cc04c-d9e6-4f5d-ba39-be3113f9f9ce","Reserva de Biosfera Sea Flower, Manzanillo Estación 2",-81.3752778,NA,1003795200000,213380,"Odontophora",1003795200000,"10","Echinometra",NA,"2001-10-23",FALSE,"Echinacea","(Linnaeus, 1758)",FALSE,149855,179659,"Echinometra lucunter",TRUE,10,NA,148744,510517,"Instituto de Investigaciones Marinas y Costeras “José Benito Vives de Andréis” (Invemar)",1003795200000,"Carinacea",NA,"Echinoidea","Echinidea",510518,"Mar Caribe","Animalia","Valeria Pizarro | Sonia Bejarano",123082,"Echinodermata","Echinometra lucunter","Echinozoa","Euechinoidea","Echinometridae",2,"d2f71b1b-9138-4aba-ad8f-8327ac3d041e",35.74,1144,28.14,2,NA,"Presente","Archipiélago de San Andrés, Providencia y Santa Catalina","INVEMAR:SIMAC:InvVag:MAZ-2:2001:M4:000236",NA,NA,"Providencia",NA,NA,"lucunter","Area coralina","800250062-0","es","Evento","El número junto a letra que indica la parcela (S, M, P) corresponde al transecto evaluado.","1","2001/10/23","metros cuadrados","Providencia","Manzanillo 2","13° 18' 49.1"" N","Individuos","Protocolo SIMAC - Abundancia de invertebrados vágiles","INVEMAR:SIMAC:InvVag:MAZ","SA","INVEMAR:SIMAC:InvVag:MAZ-2","Archipiélago de San Andrés, Providencia y Santa Catalina","5 transectos X 3 parcelas= 15 transectos","Especie","Nivel profundidad intermedio.","Erizo","CO","81° 22' 31"" W","ICZN","Sistema de Monitoreo de Arrecifes Coralinos - SIMAC 2001","WGS84","Válido","Echinometra lucunter","http://marineregions.org/mrgid/25303","81° 22' 31"" W 13° 18' 49.1"" N","INVEMAR:SIMAC:1999","20",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
